step,community_0,community_1,community_2,community_4,community_5,community_6,community_7,community_10,community_12,community_13,community_14,community_16,community_17,community_22,community_30,community_31,community_32,community_36,community_42,community_45,community_46,community_53,community_55,community_60,community_86,community_156
104,0.0013,0.0024,0.0000,0.0098,0.0266,0.0349,0.0049,0.0020,0.0001,0.0140,0.0017,0.0175,0.0287,0.0367,0.0008,0.0002,0.0197,0.0013,0.0053,0.0194,0.0005,0.0016,0.0193,0.0188,0.0016,0.0033
105,0.0013,0.0024,0.0000,0.0099,0.0266,0.0350,0.0050,0.0020,0.0001,0.0140,0.0018,0.0176,0.0288,0.0367,0.0009,0.0002,0.0197,0.0013,0.0054,0.0194,0.0005,0.0016,0.0196,0.0187,0.0016,0.0034
106,0.0014,0.0025,0.0000,0.0100,0.0266,0.0350,0.0052,0.0021,0.0001,0.0140,0.0018,0.0176,0.0288,0.0368,0.0009,0.0002,0.0196,0.0014,0.0054,0.0194,0.0005,0.0016,0.0199,0.0187,0.0016,0.0034
107,0.0014,0.0025,0.0000,0.0101,0.0266,0.0351,0.0053,0.0021,0.0001,0.0140,0.0018,0.0177,0.0288,0.0368,0.0009,0.0002,0.0196,0.0014,0.0055,0.0193,0.0005,0.0017,0.0203,0.0186,0.0016,0.0035
108,0.0014,0.0026,0.0000,0.0102,0.0266,0.0351,0.0054,0.0021,0.0001,0.0140,0.0018,0.0177,0.0288,0.0369,0.0009,0.0002,0.0195,0.0014,0.0056,0.0193,0.0005,0.0017,0.0206,0.0186,0.0016,0.0035
109,0.0014,0.0026,0.0000,0.0103,0.0267,0.0352,0.0056,0.0022,0.0001,0.0140,0.0018,0.0178,0.0288,0.0369,0.0010,0.0002,0.0195,0.0015,0.0056,0.0193,0.0006,0.0017,0.0209,0.0186,0.0017,0.0035
110,0.0014,0.0027,0.0000,0.0103,0.0267,0.0352,0.0057,0.0022,0.0001,0.0140,0.0019,0.0179,0.0289,0.0370,0.0010,0.0002,0.0195,0.0015,0.0057,0.0193,0.0006,0.0017,0.0212,0.0185,0.0017,0.0036
111,0.0015,0.0027,0.0000,0.0104,0.0267,0.0353,0.0059,0.0023,0.0001,0.0140,0.0019,0.0179,0.0289,0.0370,0.0010,0.0002,0.0194,0.0016,0.0057,0.0192,0.0006,0.0018,0.0215,0.0185,0.0017,0.0036
112,0.0015,0.0028,0.0000,0.0105,0.0267,0.0353,0.0060,0.0023,0.0001,0.0140,0.0019,0.0180,0.0289,0.0370,0.0010,0.0002,0.0194,0.0016,0.0058,0.0192,0.0006,0.0018,0.0218,0.0185,0.0017,0.0036
113,0.0015,0.0029,0.0000,0.0106,0.0267,0.0354,0.0062,0.0023,0.0001,0.0140,0.0019,0.0180,0.0289,0.0371,0.0011,0.0002,0.0193,0.0016,0.0058,0.0192,0.0006,0.0018,0.0221,0.0185,0.0017,0.0037
114,0.0015,0.0029,0.0000,0.0106,0.0267,0.0354,0.0063,0.0024,0.0001,0.0140,0.0019,0.0181,0.0289,0.0371,0.0011,0.0002,0.0193,0.0017,0.0059,0.0192,0.0006,0.0019,0.0224,0.0184,0.0017,0.0037
115,0.0015,0.0030,0.0000,0.0107,0.0267,0.0354,0.0065,0.0024,0.0001,0.0140,0.0020,0.0181,0.0289,0.0371,0.0011,0.0002,0.0193,0.0017,0.0059,0.0191,0.0007,0.0019,0.0227,0.0184,0.0018,0.0037
116,0.0016,0.0030,0.0000,0.0108,0.0267,0.0355,0.0066,0.0025,0.0001,0.0140,0.0020,0.0182,0.0289,0.0372,0.0011,0.0002,0.0192,0.0018,0.0060,0.0191,0.0007,0.0019,0.0230,0.0184,0.0018,0.0038
117,0.0016,0.0031,0.0000,0.0109,0.0267,0.0355,0.0068,0.0025,0.0001,0.0140,0.0020,0.0182,0.0289,0.0372,0.0012,0.0002,0.0192,0.0018,0.0060,0.0191,0.0007,0.0020,0.0233,0.0183,0.0018,0.0038
118,0.0016,0.0031,0.0000,0.0109,0.0267,0.0355,0.0070,0.0025,0.0001,0.0140,0.0020,0.0183,0.0289,0.0372,0.0012,0.0002,0.0191,0.0019,0.0061,0.0191,0.0007,0.0020,0.0235,0.0183,0.0018,0.0038
119,0.0016,0.0032,0.0000,0.0110,0.0267,0.0356,0.0071,0.0026,0.0001,0.0140,0.0021,0.0183,0.0289,0.0373,0.0012,0.0002,0.0191,0.0019,0.0061,0.0190,0.0008,0.0020,0.0238,0.0183,0.0018,0.0039
120,0.0017,0.0032,0.0000,0.0111,0.0267,0.0356,0.0073,0.0026,0.0001,0.0140,0.0021,0.0184,0.0289,0.0373,0.0013,0.0002,0.0191,0.0020,0.0061,0.0190,0.0008,0.0021,0.0241,0.0183,0.0018,0.0039
121,0.0017,0.0033,0.0000,0.0111,0.0268,0.0356,0.0075,0.0027,0.0001,0.0140,0.0021,0.0184,0.0289,0.0373,0.0013,0.0002,0.0190,0.0020,0.0062,0.0190,0.0008,0.0021,0.0243,0.0182,0.0019,0.0039
122,0.0017,0.0034,0.0000,0.0112,0.0268,0.0357,0.0076,0.0027,0.0001,0.0140,0.0021,0.0184,0.0289,0.0373,0.0013,0.0002,0.0190,0.0021,0.0062,0.0190,0.0008,0.0021,0.0245,0.0182,0.0019,0.0040
123,0.0017,0.0034,0.0000,0.0113,0.0268,0.0357,0.0078,0.0028,0.0001,0.0140,0.0021,0.0185,0.0289,0.0373,0.0013,0.0002,0.0189,0.0021,0.0063,0.0190,0.0009,0.0022,0.0248,0.0182,0.0019,0.0040
124,0.0017,0.0035,0.0000,0.0113,0.0268,0.0357,0.0080,0.0028,0.0001,0.0140,0.0022,0.0185,0.0289,0.0374,0.0014,0.0002,0.0189,0.0022,0.0063,0.0190,0.0009,0.0022,0.0250,0.0182,0.0019,0.0040
125,0.0018,0.0035,0.0000,0.0114,0.0268,0.0358,0.0082,0.0029,0.0001,0.0140,0.0022,0.0186,0.0289,0.0374,0.0014,0.0002,0.0189,0.0022,0.0063,0.0189,0.0009,0.0022,0.0252,0.0181,0.0019,0.0041
126,0.0018,0.0036,0.0000,0.0115,0.0268,0.0358,0.0083,0.0029,0.0001,0.0140,0.0022,0.0186,0.0289,0.0374,0.0014,0.0002,0.0188,0.0023,0.0064,0.0189,0.0010,0.0023,0.0254,0.0181,0.0019,0.0041
127,0.0018,0.0037,0.0000,0.0115,0.0268,0.0358,0.0085,0.0030,0.0001,0.0140,0.0022,0.0187,0.0289,0.0374,0.0014,0.0002,0.0188,0.0023,0.0064,0.0189,0.0010,0.0023,0.0257,0.0181,0.0020,0.0041
128,0.0018,0.0037,0.0000,0.0116,0.0268,0.0358,0.0087,0.0030,0.0001,0.0140,0.0023,0.0187,0.0289,0.0374,0.0015,0.0002,0.0188,0.0024,0.0064,0.0189,0.0010,0.0023,0.0259,0.0181,0.0020,0.0042
129,0.0019,0.0038,0.0000,0.0117,0.0268,0.0359,0.0089,0.0031,0.0001,0.0140,0.0023,0.0187,0.0289,0.0374,0.0015,0.0002,0.0187,0.0025,0.0065,0.0189,0.0010,0.0024,0.0260,0.0180,0.0020,0.0042
130,0.0019,0.0039,0.0000,0.0117,0.0268,0.0359,0.0090,0.0031,0.0001,0.0140,0.0023,0.0188,0.0289,0.0375,0.0015,0.0002,0.0187,0.0025,0.0065,0.0189,0.0011,0.0024,0.0262,0.0180,0.0020,0.0042
131,0.0019,0.0039,0.0000,0.0118,0.0268,0.0359,0.0092,0.0032,0.0001,0.0140,0.0023,0.0188,0.0289,0.0375,0.0016,0.0002,0.0187,0.0026,0.0065,0.0188,0.0011,0.0024,0.0264,0.0180,0.0020,0.0042
132,0.0019,0.0040,0.0000,0.0118,0.0268,0.0359,0.0094,0.0032,0.0001,0.0140,0.0024,0.0189,0.0289,0.0375,0.0016,0.0002,0.0186,0.0026,0.0066,0.0188,0.0012,0.0025,0.0266,0.0180,0.0020,0.0043
133,0.0020,0.0040,0.0000,0.0119,0.0268,0.0360,0.0096,0.0033,0.0001,0.0140,0.0024,0.0189,0.0289,0.0375,0.0016,0.0002,0.0186,0.0027,0.0066,0.0188,0.0012,0.0025,0.0268,0.0180,0.0020,0.0043
134,0.0020,0.0041,0.0000,0.0119,0.0268,0.0360,0.0098,0.0033,0.0001,0.0140,0.0024,0.0189,0.0289,0.0375,0.0016,0.0002,0.0186,0.0028,0.0066,0.0188,0.0012,0.0025,0.0269,0.0179,0.0021,0.0043
135,0.0020,0.0042,0.0000,0.0120,0.0268,0.0360,0.0100,0.0034,0.0001,0.0140,0.0024,0.0190,0.0289,0.0375,0.0017,0.0002,0.0185,0.0028,0.0067,0.0188,0.0013,0.0026,0.0271,0.0179,0.0021,0.0044
136,0.0020,0.0042,0.0000,0.0121,0.0268,0.0360,0.0102,0.0034,0.0001,0.0140,0.0025,0.0190,0.0289,0.0375,0.0017,0.0002,0.0185,0.0029,0.0067,0.0188,0.0013,0.0026,0.0272,0.0179,0.0021,0.0044
137,0.0021,0.0043,0.0000,0.0121,0.0268,0.0361,0.0103,0.0035,0.0001,0.0140,0.0025,0.0190,0.0289,0.0375,0.0017,0.0003,0.0185,0.0029,0.0067,0.0188,0.0014,0.0027,0.0274,0.0179,0.0021,0.0044
138,0.0021,0.0044,0.0000,0.0122,0.0268,0.0361,0.0105,0.0035,0.0001,0.0140,0.0025,0.0191,0.0289,0.0376,0.0018,0.0003,0.0185,0.0030,0.0068,0.0188,0.0014,0.0027,0.0275,0.0179,0.0021,0.0044
139,0.0021,0.0044,0.0000,0.0122,0.0268,0.0361,0.0107,0.0036,0.0001,0.0140,0.0026,0.0191,0.0289,0.0376,0.0018,0.0003,0.0184,0.0031,0.0068,0.0188,0.0014,0.0027,0.0276,0.0179,0.0021,0.0045
140,0.0022,0.0045,0.0000,0.0123,0.0268,0.0361,0.0109,0.0037,0.0001,0.0140,0.0026,0.0191,0.0289,0.0376,0.0018,0.0003,0.0184,0.0031,0.0068,0.0187,0.0015,0.0028,0.0278,0.0178,0.0021,0.0045
141,0.0022,0.0046,0.0000,0.0123,0.0268,0.0361,0.0111,0.0037,0.0001,0.0140,0.0026,0.0192,0.0289,0.0376,0.0018,0.0003,0.0184,0.0032,0.0068,0.0187,0.0015,0.0028,0.0279,0.0178,0.0022,0.0045
142,0.0022,0.0047,0.0000,0.0124,0.0268,0.0362,0.0113,0.0038,0.0001,0.0140,0.0026,0.0192,0.0289,0.0376,0.0019,0.0003,0.0183,0.0033,0.0069,0.0187,0.0016,0.0028,0.0280,0.0178,0.0022,0.0046
143,0.0022,0.0047,0.0000,0.0124,0.0268,0.0362,0.0115,0.0038,0.0002,0.0140,0.0027,0.0192,0.0288,0.0376,0.0019,0.0003,0.0183,0.0034,0.0069,0.0187,0.0016,0.0029,0.0281,0.0178,0.0022,0.0046
144,0.0023,0.0048,0.0000,0.0125,0.0268,0.0362,0.0117,0.0039,0.0002,0.0140,0.0027,0.0193,0.0288,0.0376,0.0019,0.0003,0.0183,0.0034,0.0069,0.0187,0.0017,0.0029,0.0282,0.0178,0.0022,0.0046
145,0.0023,0.0049,0.0000,0.0125,0.0268,0.0362,0.0118,0.0040,0.0002,0.0140,0.0027,0.0193,0.0288,0.0376,0.0020,0.0003,0.0183,0.0035,0.0069,0.0187,0.0017,0.0030,0.0283,0.0178,0.0022,0.0046
146,0.0023,0.0049,0.0000,0.0126,0.0268,0.0362,0.0120,0.0040,0.0002,0.0140,0.0028,0.0193,0.0288,0.0376,0.0020,0.0003,0.0182,0.0036,0.0069,0.0187,0.0018,0.0030,0.0284,0.0178,0.0022,0.0047
147,0.0024,0.0050,0.0000,0.0126,0.0268,0.0362,0.0122,0.0041,0.0002,0.0140,0.0028,0.0193,0.0288,0.0376,0.0020,0.0003,0.0182,0.0036,0.0070,0.0187,0.0019,0.0031,0.0285,0.0178,0.0022,0.0047
148,0.0024,0.0051,0.0000,0.0127,0.0268,0.0363,0.0124,0.0042,0.0002,0.0140,0.0028,0.0194,0.0288,0.0376,0.0021,0.0003,0.0182,0.0037,0.0070,0.0187,0.0019,0.0031,0.0286,0.0177,0.0022,0.0047
149,0.0024,0.0051,0.0000,0.0127,0.0268,0.0363,0.0126,0.0042,0.0002,0.0140,0.0029,0.0194,0.0288,0.0377,0.0021,0.0003,0.0182,0.0038,0.0070,0.0187,0.0020,0.0031,0.0287,0.0177,0.0023,0.0047
150,0.0025,0.0052,0.0000,0.0127,0.0268,0.0363,0.0128,0.0043,0.0002,0.0140,0.0029,0.0194,0.0288,0.0377,0.0021,0.0003,0.0182,0.0039,0.0070,0.0187,0.0020,0.0032,0.0288,0.0177,0.0023,0.0048
151,0.0025,0.0053,0.0000,0.0128,0.0267,0.0363,0.0130,0.0044,0.0002,0.0140,0.0029,0.0195,0.0288,0.0377,0.0021,0.0003,0.0181,0.0039,0.0070,0.0186,0.0021,0.0032,0.0288,0.0177,0.0023,0.0048
152,0.0025,0.0054,0.0000,0.0128,0.0267,0.0363,0.0131,0.0044,0.0002,0.0140,0.0029,0.0195,0.0288,0.0377,0.0022,0.0003,0.0181,0.0040,0.0071,0.0186,0.0022,0.0033,0.0289,0.0177,0.0023,0.0048
153,0.0026,0.0054,0.0000,0.0129,0.0267,0.0363,0.0133,0.0045,0.0002,0.0140,0.0030,0.0195,0.0288,0.0377,0.0022,0.0003,0.0181,0.0041,0.0071,0.0186,0.0022,0.0033,0.0290,0.0177,0.0023,0.0048
154,0.0026,0.0055,0.0000,0.0129,0.0267,0.0364,0.0135,0.0046,0.0002,0.0140,0.0030,0.0195,0.0288,0.0377,0.0022,0.0003,0.0181,0.0042,0.0071,0.0186,0.0023,0.0034,0.0291,0.0177,0.0023,0.0049
155,0.0026,0.0056,0.0000,0.0130,0.0267,0.0364,0.0137,0.0046,0.0002,0.0140,0.0030,0.0196,0.0288,0.0377,0.0023,0.0003,0.0181,0.0042,0.0071,0.0186,0.0024,0.0034,0.0291,0.0177,0.0023,0.0049
156,0.0027,0.0056,0.0000,0.0130,0.0267,0.0364,0.0138,0.0047,0.0002,0.0140,0.0031,0.0196,0.0288,0.0377,0.0023,0.0003,0.0180,0.0043,0.0071,0.0186,0.0024,0.0035,0.0292,0.0177,0.0023,0.0049
157,0.0027,0.0057,0.0000,0.0130,0.0267,0.0364,0.0140,0.0048,0.0002,0.0140,0.0031,0.0196,0.0288,0.0377,0.0023,0.0003,0.0180,0.0044,0.0072,0.0186,0.0025,0.0035,0.0292,0.0176,0.0023,0.0049
158,0.0028,0.0058,0.0000,0.0131,0.0267,0.0364,0.0142,0.0048,0.0002,0.0140,0.0031,0.0196,0.0287,0.0377,0.0024,0.0004,0.0180,0.0045,0.0072,0.0186,0.0026,0.0036,0.0293,0.0176,0.0024,0.0050
159,0.0028,0.0059,0.0000,0.0131,0.0267,0.0364,0.0144,0.0049,0.0002,0.0140,0.0032,0.0197,0.0287,0.0377,0.0024,0.0004,0.0180,0.0046,0.0072,0.0186,0.0027,0.0036,0.0293,0.0176,0.0024,0.0050
160,0.0028,0.0059,0.0000,0.0131,0.0267,0.0364,0.0145,0.0050,0.0002,0.0140,0.0032,0.0197,0.0287,0.0377,0.0024,0.0004,0.0180,0.0046,0.0072,0.0186,0.0027,0.0037,0.0294,0.0176,0.0024,0.0050
161,0.0029,0.0060,0.0000,0.0132,0.0267,0.0364,0.0147,0.0051,0.0002,0.0140,0.0033,0.0197,0.0287,0.0377,0.0025,0.0004,0.0180,0.0047,0.0072,0.0186,0.0028,0.0037,0.0294,0.0176,0.0024,0.0050
162,0.0029,0.0061,0.0000,0.0132,0.0267,0.0365,0.0149,0.0051,0.0002,0.0140,0.0033,0.0197,0.0287,0.0377,0.0025,0.0004,0.0179,0.0048,0.0072,0.0186,0.0029,0.0038,0.0294,0.0176,0.0024,0.0050
163,0.0030,0.0062,0.0000,0.0133,0.0267,0.0365,0.0150,0.0052,0.0002,0.0140,0.0033,0.0197,0.0287,0.0377,0.0025,0.0004,0.0179,0.0049,0.0072,0.0186,0.0030,0.0038,0.0295,0.0176,0.0024,0.0051
164,0.0030,0.0062,0.0000,0.0133,0.0267,0.0365,0.0152,0.0053,0.0002,0.0140,0.0034,0.0198,0.0287,0.0377,0.0025,0.0004,0.0179,0.0050,0.0073,0.0186,0.0031,0.0039,0.0295,0.0176,0.0024,0.0051
165,0.0030,0.0063,0.0000,0.0133,0.0267,0.0365,0.0154,0.0054,0.0003,0.0140,0.0034,0.0198,0.0287,0.0377,0.0026,0.0004,0.0179,0.0051,0.0073,0.0186,0.0032,0.0039,0.0296,0.0176,0.0024,0.0051
166,0.0031,0.0064,0.0000,0.0133,0.0266,0.0365,0.0155,0.0054,0.0003,0.0140,0.0034,0.0198,0.0287,0.0378,0.0026,0.0004,0.0179,0.0051,0.0073,0.0186,0.0033,0.0040,0.0296,0.0176,0.0024,0.0051
167,0.0031,0.0064,0.0000,0.0134,0.0266,0.0365,0.0157,0.0055,0.0003,0.0140,0.0035,0.0198,0.0287,0.0378,0.0026,0.0004,0.0179,0.0052,0.0073,0.0186,0.0034,0.0040,0.0296,0.0176,0.0024,0.0052
168,0.0032,0.0065,0.0000,0.0134,0.0266,0.0365,0.0158,0.0056,0.0003,0.0140,0.0035,0.0198,0.0287,0.0378,0.0027,0.0004,0.0178,0.0053,0.0073,0.0186,0.0035,0.0041,0.0296,0.0176,0.0025,0.0052
169,0.0032,0.0066,0.0000,0.0134,0.0266,0.0365,0.0160,0.0057,0.0003,0.0140,0.0035,0.0199,0.0287,0.0378,0.0027,0.0004,0.0178,0.0054,0.0073,0.0185,0.0036,0.0041,0.0297,0.0175,0.0025,0.0052
170,0.0033,0.0067,0.0000,0.0135,0.0266,0.0365,0.0161,0.0058,0.0003,0.0140,0.0036,0.0199,0.0287,0.0378,0.0027,0.0004,0.0178,0.0055,0.0073,0.0185,0.0037,0.0042,0.0297,0.0175,0.0025,0.0052
171,0.0033,0.0067,0.0000,0.0135,0.0266,0.0366,0.0163,0.0058,0.0003,0.0140,0.0036,0.0199,0.0287,0.0378,0.0028,0.0004,0.0178,0.0056,0.0074,0.0185,0.0038,0.0042,0.0297,0.0175,0.0025,0.0052
172,0.0034,0.0068,0.0000,0.0135,0.0266,0.0366,0.0164,0.0059,0.0003,0.0140,0.0037,0.0199,0.0287,0.0378,0.0028,0.0004,0.0178,0.0057,0.0074,0.0185,0.0039,0.0043,0.0297,0.0175,0.0025,0.0053
173,0.0034,0.0069,0.0000,0.0136,0.0266,0.0366,0.0166,0.0060,0.0003,0.0140,0.0037,0.0199,0.0287,0.0378,0.0028,0.0005,0.0178,0.0058,0.0074,0.0185,0.0040,0.0043,0.0297,0.0175,0.0025,0.0053
174,0.0035,0.0069,0.0000,0.0136,0.0266,0.0366,0.0167,0.0061,0.0003,0.0140,0.0037,0.0200,0.0286,0.0378,0.0029,0.0005,0.0178,0.0058,0.0074,0.0185,0.0041,0.0044,0.0298,0.0175,0.0025,0.0053
175,0.0035,0.0070,0.0000,0.0136,0.0266,0.0366,0.0168,0.0062,0.0003,0.0140,0.0038,0.0200,0.0286,0.0378,0.0029,0.0005,0.0178,0.0059,0.0074,0.0185,0.0042,0.0045,0.0298,0.0175,0.0025,0.0053
176,0.0036,0.0071,0.0000,0.0136,0.0266,0.0366,0.0170,0.0063,0.0003,0.0140,0.0038,0.0200,0.0286,0.0378,0.0029,0.0005,0.0177,0.0060,0.0074,0.0185,0.0043,0.0045,0.0298,0.0175,0.0025,0.0053
177,0.0036,0.0072,0.0000,0.0137,0.0265,0.0366,0.0171,0.0063,0.0003,0.0140,0.0039,0.0200,0.0286,0.0378,0.0029,0.0005,0.0177,0.0061,0.0074,0.0185,0.0044,0.0046,0.0298,0.0175,0.0025,0.0054
178,0.0037,0.0072,0.0000,0.0137,0.0265,0.0366,0.0172,0.0064,0.0003,0.0140,0.0039,0.0200,0.0286,0.0378,0.0030,0.0005,0.0177,0.0062,0.0074,0.0185,0.0046,0.0046,0.0298,0.0175,0.0026,0.0054
179,0.0037,0.0073,0.0000,0.0137,0.0265,0.0366,0.0174,0.0065,0.0004,0.0140,0.0039,0.0201,0.0286,0.0378,0.0030,0.0005,0.0177,0.0063,0.0074,0.0185,0.0047,0.0047,0.0298,0.0175,0.0026,0.0054
180,0.0038,0.0074,0.0000,0.0137,0.0265,0.0366,0.0175,0.0066,0.0004,0.0140,0.0040,0.0201,0.0286,0.0378,0.0030,0.0005,0.0177,0.0064,0.0074,0.0185,0.0048,0.0047,0.0298,0.0175,0.0026,0.0054
181,0.0038,0.0074,0.0000,0.0138,0.0265,0.0367,0.0176,0.0067,0.0004,0.0140,0.0040,0.0201,0.0286,0.0378,0.0031,0.0005,0.0177,0.0065,0.0075,0.0185,0.0049,0.0048,0.0298,0.0175,0.0026,0.0055
182,0.0039,0.0075,0.0000,0.0138,0.0265,0.0367,0.0178,0.0068,0.0004,0.0140,0.0041,0.0201,0.0286,0.0378,0.0031,0.0005,0.0177,0.0065,0.0075,0.0185,0.0051,0.0049,0.0298,0.0175,0.0026,0.0055
183,0.0039,0.0076,0.0000,0.0138,0.0265,0.0367,0.0179,0.0069,0.0004,0.0140,0.0041,0.0201,0.0286,0.0378,0.0031,0.0005,0.0177,0.0066,0.0075,0.0185,0.0052,0.0049,0.0298,0.0175,0.0026,0.0055
184,0.0040,0.0076,0.0000,0.0138,0.0265,0.0367,0.0180,0.0070,0.0004,0.0140,0.0041,0.0201,0.0286,0.0379,0.0032,0.0005,0.0177,0.0067,0.0075,0.0185,0.0053,0.0050,0.0298,0.0175,0.0026,0.0055
185,0.0041,0.0077,0.0000,0.0138,0.0265,0.0367,0.0181,0.0070,0.0004,0.0140,0.0042,0.0202,0.0286,0.0379,0.0032,0.0006,0.0177,0.0068,0.0075,0.0185,0.0055,0.0051,0.0298,0.0175,0.0026,0.0055
186,0.0041,0.0078,0.0000,0.0139,0.0264,0.0367,0.0182,0.0071,0.0004,0.0140,0.0042,0.0202,0.0286,0.0379,0.0032,0.0006,0.0177,0.0069,0.0075,0.0185,0.0056,0.0051,0.0298,0.0175,0.0026,0.0056
187,0.0042,0.0078,0.0000,0.0139,0.0264,0.0367,0.0183,0.0072,0.0004,0.0140,0.0043,0.0202,0.0286,0.0379,0.0033,0.0006,0.0176,0.0070,0.0075,0.0185,0.0057,0.0052,0.0298,0.0174,0.0026,0.0056
188,0.0042,0.0079,0.0000,0.0139,0.0264,0.0367,0.0184,0.0073,0.0004,0.0140,0.0043,0.0202,0.0286,0.0379,0.0033,0.0006,0.0176,0.0071,0.0075,0.0185,0.0059,0.0052,0.0298,0.0174,0.0026,0.0056
189,0.0043,0.0080,0.0000,0.0139,0.0264,0.0367,0.0185,0.0074,0.0005,0.0140,0.0044,0.0202,0.0286,0.0379,0.0033,0.0006,0.0176,0.0072,0.0075,0.0185,0.0060,0.0053,0.0298,0.0174,0.0026,0.0056
190,0.0043,0.0080,0.0000,0.0139,0.0264,0.0367,0.0187,0.0075,0.0005,0.0140,0.0044,0.0202,0.0286,0.0379,0.0034,0.0006,0.0176,0.0072,0.0075,0.0185,0.0062,0.0054,0.0298,0.0174,0.0027,0.0056
191,0.0044,0.0081,0.0000,0.0140,0.0264,0.0367,0.0188,0.0076,0.0005,0.0140,0.0044,0.0203,0.0286,0.0379,0.0034,0.0006,0.0176,0.0073,0.0075,0.0185,0.0063,0.0054,0.0298,0.0174,0.0027,0.0057
192,0.0045,0.0081,0.0000,0.0140,0.0264,0.0367,0.0189,0.0077,0.0005,0.0140,0.0045,0.0203,0.0286,0.0379,0.0034,0.0006,0.0176,0.0074,0.0075,0.0185,0.0065,0.0055,0.0298,0.0174,0.0027,0.0057
193,0.0045,0.0082,0.0000,0.0140,0.0264,0.0367,0.0190,0.0078,0.0005,0.0140,0.0045,0.0203,0.0286,0.0379,0.0034,0.0006,0.0176,0.0075,0.0076,0.0185,0.0066,0.0056,0.0298,0.0174,0.0027,0.0057
194,0.0046,0.0083,0.0000,0.0140,0.0264,0.0368,0.0190,0.0079,0.0005,0.0140,0.0046,0.0203,0.0286,0.0379,0.0035,0.0006,0.0176,0.0076,0.0076,0.0185,0.0068,0.0056,0.0298,0.0174,0.0027,0.0057
195,0.0047,0.0083,0.0000,0.0140,0.0263,0.0368,0.0191,0.0079,0.0005,0.0140,0.0046,0.0203,0.0286,0.0379,0.0035,0.0007,0.0176,0.0077,0.0076,0.0185,0.0069,0.0057,0.0298,0.0174,0.0027,0.0057
196,0.0047,0.0084,0.0000,0.0140,0.0263,0.0368,0.0192,0.0080,0.0005,0.0140,0.0047,0.0203,0.0286,0.0379,0.0035,0.0007,0.0176,0.0078,0.0076,0.0185,0.0071,0.0058,0.0298,0.0174,0.0027,0.0057
197,0.0048,0.0085,0.0000,0.0141,0.0263,0.0368,0.0193,0.0081,0.0006,0.0140,0.0047,0.0203,0.0286,0.0379,0.0036,0.0007,0.0176,0.0078,0.0076,0.0185,0.0073,0.0059,0.0298,0.0174,0.0027,0.0058
198,0.0049,0.0085,0.0000,0.0141,0.0263,0.0368,0.0194,0.0082,0.0006,0.0140,0.0048,0.0204,0.0286,0.0379,0.0036,0.0007,0.0176,0.0079,0.0076,0.0185,0.0074,0.0059,0.0298,0.0174,0.0027,0.0058
199,0.0049,0.0086,0.0000,0.0141,0.0263,0.0368,0.0195,0.0083,0.0006,0.0140,0.0048,0.0204,0.0286,0.0379,0.0036,0.0007,0.0176,0.0080,0.0076,0.0185,0.0076,0.0060,0.0298,0.0174,0.0027,0.0058
200,0.0050,0.0086,0.0000,0.0141,0.0263,0.0368,0.0196,0.0084,0.0006,0.0140,0.0049,0.0204,0.0286,0.0379,0.0037,0.0007,0.0176,0.0081,0.0076,0.0185,0.0078,0.0061,0.0298,0.0174,0.0027,0.0058
201,0.0051,0.0087,0.0000,0.0141,0.0263,0.0368,0.0197,0.0085,0.0006,0.0140,0.0049,0.0204,0.0285,0.0379,0.0037,0.0007,0.0176,0.0082,0.0076,0.0185,0.0079,0.0061,0.0298,0.0174,0.0027,0.0058
202,0.0051,0.0087,0.0000,0.0141,0.0263,0.0368,0.0197,0.0086,0.0006,0.0140,0.0049,0.0204,0.0285,0.0380,0.0037,0.0007,0.0175,0.0083,0.0076,0.0185,0.0081,0.0062,0.0298,0.0174,0.0027,0.0059
203,0.0052,0.0088,0.0000,0.0141,0.0263,0.0368,0.0198,0.0087,0.0006,0.0140,0.0050,0.0204,0.0285,0.0380,0.0038,0.0007,0.0175,0.0084,0.0076,0.0185,0.0083,0.0063,0.0298,0.0174,0.0027,0.0059
204,0.0053,0.0089,0.0000,0.0141,0.0262,0.0368,0.0199,0.0088,0.0006,0.0140,0.0050,0.0204,0.0285,0.0380,0.0038,0.0008,0.0175,0.0084,0.0076,0.0185,0.0085,0.0064,0.0298,0.0174,0.0028,0.0059
205,0.0054,0.0089,0.0000,0.0142,0.0262,0.0368,0.0200,0.0089,0.0007,0.0140,0.0051,0.0205,0.0285,0.0380,0.0038,0.0008,0.0175,0.0085,0.0076,0.0185,0.0086,0.0064,0.0298,0.0174,0.0028,0.0059
206,0.0054,0.0090,0.0000,0.0142,0.0262,0.0368,0.0200,0.0090,0.0007,0.0140,0.0051,0.0205,0.0285,0.0380,0.0038,0.0008,0.0175,0.0086,0.0076,0.0184,0.0088,0.0065,0.0298,0.0174,0.0028,0.0059
207,0.0055,0.0090,0.0000,0.0142,0.0262,0.0368,0.0201,0.0091,0.0007,0.0140,0.0052,0.0205,0.0285,0.0380,0.0039,0.0008,0.0175,0.0087,0.0076,0.0184,0.0090,0.0066,0.0298,0.0174,0.0028,0.0059
208,0.0056,0.0091,0.0000,0.0142,0.0262,0.0368,0.0202,0.0092,0.0007,0.0140,0.0052,0.0205,0.0285,0.0380,0.0039,0.0008,0.0175,0.0088,0.0076,0.0184,0.0092,0.0067,0.0298,0.0174,0.0028,0.0060
